,Species,Superordinal_Group,Group,Order,Family,Genus,Media,Body_Mass,Humerus_Length,Humerus_Prox_Width,Humerus_MidS_Width,Humerus_Distal_Width,Humerus_Height,Radius_Length,Radius_Prox_Width,Radius_MidS_Width,Radius_Distal_Width,Radius_Height,Metacarpus_Length,Metacarpus_Prox_Width,Metacarpus_MidS_Width,Metacarpus_Distal_Width,Metacarpus_Height,Phalanx_Length,Phalanx_Prox_Width,Phalanx_MidS_Width,Phalanx_Distal_Width,Phalanx_Height,Digit_Length,major_clade
Euphractus_sexcinctus,Euphractus_sexcinctus,Xenarthra,Cingulata,Cingulata,Chlamyphoridae,Euphractus,terrestrial,4731.16,38.399,11.492,6.099,14.868,5.293,24.886,4.701,2.406,5.603,3.287,13.473,4.41,2.493,3.834,3.671,2.943,4.194,4.096,3.9,4.364,22.855,others
Chaetophractus_villosus,Chaetophractus_villosus,Xenarthra,Cingulata,Cingulata,Chlamyphoridae,Chaetophractus,terrestrial,4372.8,53.56,19.75,15.165,26.72,14.305,39.07,10.55,4.06,11.445,5.815,14.36,6.24,4.29,6.75,5.29,3.94,6.265,6.29,6.565,5.165,33.8,others
Chlamyphorus_truncatus,Chlamyphorus_truncatus,Xenarthra,Cingulata,Cingulata,Chlamyphoridae,Chlamyphorus,terrestrial,83.53,17.968,6.171,4.01,11.191,4.111,10.756,2.786,1.363,3.744,1.863,4.274,2.725,1.593,2.091,2.2,2.606,1.938,1.85,1.53,1.852,15.282,others
Tolypeutes_matacus,Tolypeutes_matacus,Xenarthra,Cingulata,Cingulata,Chlamyphoridae,Tolypeutes,terrestrial,1303.47,36.745,10.068,4.125,13.673,6.205,26.082,6.708,2.342,5.323,3.102,4.996,5.899,4.468,4.823,4.647,4.674,3.55,3.743,3.828,3.594,25.672,others
Priodontes_maximus,Priodontes_maximus,Xenarthra,Cingulata,Cingulata,Chlamyphoridae,Priodontes,terrestrial,40641.89,110.14,36.54,12.63,53.845,28.385,61.885,22.995,7.655,17.555,11.42,14.8,21.375,18.225,22.395,12.215,17.155,18.27,13.985,12.275,13.77,104.185,others
Cabassous_chacoensis,Cabassous_chacoensis,Xenarthra,Cingulata,Cingulata,Chlamyphoridae,Cabassous,terrestrial,1490.01,42.795,12.153,9.255,18.145,8.989,23.897,5.89,3.348,5.819,5.105,9.259,4.973,4.095,5.158,4.522,6.101,4.494,4.097,3.597,4.24,29.029,others
Tamandua_tetradactyla,Tamandua_tetradactyla,Xenarthra,Pilosa,Pilosa,Myrmecophagidae,Tamandua,terrestrial,4800,87.45,22.575,23.46,39.815,11.745,71.93,11.09,7.505,15.71,7.14,18.06,13.895,6.34,12.69,6.685,6.48,12.4,11.845,12.02,9.94,61.265,others
Myrmecophaga_tridactyla,Myrmecophaga_tridactyla,Xenarthra,Pilosa,Pilosa,Myrmecophagidae,Myrmecophaga,terrestrial,29531.83,191.615,51.94,57.495,96.03,29.93,211.755,23.18,24.625,41.515,16.465,60.36,22.945,13.205,20.39,17.33,10.08,22.02,20.53,20.805,15.995,101.41,others
Cyclopes_didactylus,Cyclopes_didactylus,Xenarthra,Pilosa,Pilosa,Cyclopedidae,Cyclopes,terrestrial,263.95,26.694,7.178,4.615,12.9,3.667,20.586,4.357,2.976,5.528,2.153,6.365,5.982,4.637,4.887,3.166,6.202,4.959,3.736,2.718,3.173,23.005,others
Choloepus_didactylus,Choloepus_didactylus,Xenarthra,Pilosa,Pilosa,Megalonychidae,Choloepus,terrestrial,6646.5,180.02,26.35,14.58,40.88,14.035,218.065,13.6,12.27,23.145,7.565,41.09,10.145,6.04,8.58,7.375,5.18,8.955,9.205,8.965,9.28,109.19,others
Bradypus_tridactylus,Bradypus_tridactylus,Xenarthra,Pilosa,Pilosa,Bradypodidae,Bradypus,terrestrial,4375.8,148.695,19.94,8.975,32.5,9.07,143.355,11.665,6.59,17.035,5.495,20.47,7.355,3.685,4.4,6.315,28,5.63,4.735,6.18,6.07,83.005,others
Trichechus_senegalensis,Trichechus_senegalensis,Afrotheria,Sirenia,Sirenia,Trichechidae,Trichechus,aquatic,454000,171.805,61.1,26.645,59.165,28.325,122.89,37.02,19.525,29.895,21.375,66.775,16.8,8.87,19.5,8.235,34.52,19.165,12.5,19.205,8.06,69.23,others
Dugong_dugon,Dugong_dugon,Afrotheria,Sirenia,Sirenia,Dugongidae,Dugong,aquatic,295000,122.655,58.33,18.355,56.92,32.795,100.933,27.25,16.463,26.645,13.68,63.605,13.94,8.943,18.445,9.435,24.918,14.73,10.305,14.048,8.163,49.31,others
Loxodonta_africana,Loxodonta_africana,Afrotheria,Proboscidea,Proboscidea,Elephantidae,Loxodonta,terrestrial,3824539.93,865.535,205.36,78.475,221.415,124.72,674.545,97.05,41.885,131.15,39.88,157.985,59.9,58.61,71.47,42.39,69.54,57.105,50.605,51.69,32.445,116.37,others
Elephas_maximus,Elephas_maximus,Afrotheria,Proboscidea,Proboscidea,Elephantidae,Elephas,terrestrial,3269794.34,700.78,168.14,83.775,181.6,81.97,547.655,65.85,35.53,94.88,34.47,122.455,49.085,49.635,62.615,26.36,59.255,46.055,39.42,45.86,27.74,83.81,others
Procavia_capensis,Procavia_capensis,Afrotheria,Hyracoidea,Hyracoidea,Procaviidae,Procavia,terrestrial,2952.48,65.81,14.325,6.115,11.385,8.955,44.035,6.84,4.055,8.215,2.49,16.005,3.695,2.92,4.61,2.585,7.825,4.315,3.235,3.635,2.505,16.515,others
Heterohyrax_brucei,Heterohyrax_brucei,Afrotheria,Hyracoidea,Hyracoidea,Procavidae,Heterohyrax,terrestrial,2453.66,64.54,15.82,5.078,12.378,7.618,42.083,7.363,3.08,7.58,3.93,14.195,3.925,2.873,4.668,2.508,7.908,3.903,3.39,3.558,2.805,NA,others
Dendrohyrax_arboreus,Dendrohyrax_arboreus,Afrotheria,Hyracoidea,Hyracoidea,Procavidae,Dendrohyrax,terrestrial,2981.11,66.325,17.04,6.378,15.155,8.035,44.955,8.11,3.58,8.633,2.95,16.223,4.723,3.048,5.295,2.695,8.668,4.658,3.5,3.46,2.543,14.48,others
Orycteropus_afer,Orycteropus_afer,Afrotheria,Tubulidentata,Tubulidentata,Orycteropodidae,Orycteropus,terrestrial,56175.2,141.833,34.825,17.165,56.12,20.973,100.91,19.41,10.12,27.32,15.61,54.228,17.565,10.058,11.26,9.95,40.878,10.34,9.115,10.28,9.77,98.05,others
Rhynchocyon_petersi,Rhynchocyon_petersi,Afrotheria,Macroscelidea,Macroscelidea,Macroscelididae,Rhynchocyon,terrestrial,423.99,37.553,7.53,2.947,7.413,4.458,36.813,4.418,2.582,4.163,1.895,16.744,2.041,2.12,2.35,1.502,6.079,2.449,1.406,1.73,1.497,16.981,others
Macroscelides_micus,Macroscelides_micus,Afrotheria,Macroscelidea,Macroscelidea,Macroscelididae,Macroscelides,terrestrial,38.64,13.799,2.622,1.121,2.688,1.535,19.546,1.676,1.039,1.908,0.93,5.25,0.841,0.574,0.713,0.514,1.992,0.731,0.438,0.569,0.468,4.556,others
Macroscelides_proboscideus,Macroscelides_proboscideus,Afrotheria,Macroscelidea,Macroscelidea,Macroscelididae,Macroscelides,terrestrial,38.64,17.664,3.967,1.382,3.172,2.057,22.812,1.897,1.19,2.547,1.368,5.039,0.911,0.705,0.874,0.644,2.103,1.024,0.622,0.579,0.609,5.821,others
Petrosaltator_rozeti,Petrosaltator_rozeti,Afrotheria,Macroscelidea,Macroscelidea,Macroscelididae,Petrosaltator,terrestrial,43.07,17.719,3.475,1.447,2.978,1.806,22.339,1.874,1.259,2.421,1.012,5.354,0.813,0.616,0.76,0.509,1.918,0.875,0.438,0.484,0.472,4.925,others
Petrodromus_tetradactylus,Petrodromus_tetradactylus,Afrotheria,Macroscelidea,Macroscelidea,Macroscelididae,Petrodromus,terrestrial,201,24.394,4.637,2.195,4.568,2.279,31.175,2.789,1.866,4.005,1.566,8.821,1.097,0.983,1.262,0.857,4.042,1.368,0.893,1.005,0.865,8.899,others
Elephantulus_brachyrhynchus,Elephantulus_brachyrhynchus,Afrotheria,Macroscelidea,Macroscelidea,Macroscelididae,Elephantulus,terrestrial,45.11,16.911,3.419,1.294,3.024,1.98,17.447,1.921,1.179,2.184,1.049,4.854,0.642,0.515,0.776,0.52,1.901,0.795,0.405,0.5,0.515,5.011,others
Potamogale_velox,Potamogale_velox,Afrotheria,Afrosoricida,Afrosoricida,Potamogalidae,Potamogale,semi-aquatic,670.99,26.596,5.804,2.808,7.038,3.064,17.549,3.224,1.474,2.983,1.726,9.528,1.663,1.085,1.96,1.217,5.966,1.853,0.987,1.318,1.052,11.904,others
Micropotamogale_ruwenzorii,Micropotamogale_ruwenzorii,Afrotheria,Afrosoricida,Afrosoricida,Potamogalidae,Micropotamogale,semi-aquatic,109.13,18.414,4.604,2.013,6.011,3.242,14.326,2.165,1.101,2.326,1.011,7.21,1.179,0.725,1.27,0.841,4.589,1.386,0.736,1.045,0.809,10.016,others
Microgale_mergulus,Microgale_mergulus,Afrotheria,Afrosoricida,Afrosoricida,Tenrecidae,Microgale,semi-aquatic,76.86,16.393,3.639,2.155,5.684,1.902,14.84,1.746,0.999,1.914,1.116,6.481,0.774,0.66,1.023,0.644,4.084,1.032,0.573,0.762,0.613,9.679,others
Nesogale_sp,Nesogale_sp,Afrotheria,Afrosoricida,Afrosoricida,Tenrecidae,Nesogale,terrestrial,42.84,19.054,3.06,1.491,4.809,1.754,17.178,1.897,1.142,1.83,0.822,6.682,1.086,0.665,1.262,0.562,3.721,1.16,0.571,0.828,0.55,7.808,others
Microgale_longicaudata,Microgale_longicaudata,Afrotheria,Afrosoricida,Afrosoricida,Tenrecidae,Microgale,terrestrial,8.08,9.55,1.933,0.954,2.435,0.946,10.955,0.912,0.603,0.944,0.593,3.506,0.462,0.37,0.613,0.417,2.375,0.585,0.382,0.52,0.35,4.613,others
Oryzorictes_tetradactylus,Oryzorictes_tetradactylus,Afrotheria,Afrosoricida,Afrosoricida,Tenrecidae,Oryzorictes,terrestrial,35.99,13.609,3.65,1.676,6.226,2.533,11.344,1.826,0.905,1.926,1.043,3.523,1.388,0.806,1.276,0.878,2.201,1.379,0.837,1.157,0.931,9.01,others
Geogale_aurita,Geogale_aurita,Afrotheria,Afrosoricida,Afrosoricida,Tenrecidae,Geogale,terrestrial,6.69,9.635,1.803,0.958,2.141,0.886,8.13,0.922,0.57,1.052,0.547,3.499,0.479,0.339,0.603,0.315,2.075,0.552,0.29,0.433,0.309,4.377,others
Tenrec_ecaudatus,Tenrec_ecaudatus,Afrotheria,Afrosoricida,Afrosoricida,Tenrecidae,Tenrec,terrestrial,887.59,38.839,8.573,4.128,12.295,5.119,30.703,4.418,3.085,6.297,2.911,12.16,2.492,1.967,3.061,1.679,5.489,2.946,1.867,2.214,1.498,15.428,others
Hemicentetes_semispinosus,Hemicentetes_semispinosus,Afrotheria,Afrosoricida,Afrosoricida,Tenrecidae,Hemicentetes,terrestrial,134,13.881,4.508,2.589,5.996,1.67,11.569,2.184,1.166,3.021,1.501,6.215,1.64,1.038,1.762,1.017,3.18,1.651,1.052,1.421,0.857,8.994,others
Setifer_setosus,Setifer_setosus,Afrotheria,Afrosoricida,Afrosoricida,Tenrecidae,Setifer,terrestrial,185,25.529,5.285,3.058,6.952,2.286,20.598,3.443,1.581,3.15,1.577,8.041,1.386,1.065,1.75,0.909,4.421,1.649,0.977,1.32,0.866,10.596,others
Echinops_telfairi,Echinops_telfairi,Afrotheria,Afrosoricida,Afrosoricida,Tenrecidae,Echinops,terrestrial,152.25,18.57,4.031,2.713,5.157,1.741,16.122,2.127,1.324,2.563,1.306,5.426,1.168,0.751,1.283,0.702,3.186,1.445,0.794,1.038,0.668,8.186,others
Eremitalpa_granti,Eremitalpa_granti,Afrotheria,Afrosoricida,Afrosoricida,Chrysochloridae,Eremitalpa,terrestrial,22.04,10.99,4.498,2.059,7.287,1.495,8.028,1.744,1.177,2.402,1.027,1.605,2.561,1.916,1.438,0.771,NA,NA,NA,NA,NA,7.251,others
Huetia_leucorhina,Huetia_leucorhina,Afrotheria,Afrosoricida,Afrosoricida,Chrysochloridae,Huetia,terrestrial,41,10.463,4.062,2.136,7.411,1.832,6.839,1.826,1.257,2.513,0.97,2.599,2.559,1.911,1.746,0.936,NA,NA,NA,NA,NA,6.217,others
Chrysochloris_asiatica,Chrysochloris_asiatica,Afrotheria,Afrosoricida,Afrosoricida,Chrysochloridae,Chrysochloris,terrestrial,37.16,12.841,5.111,2.579,9.88,2.231,9.397,2.059,1.423,2.736,1.196,2.614,2.957,2.197,1.911,0.883,NA,NA,NA,NA,NA,8.163,others
Amblysomus_hottentotus,Amblysomus_hottentotus,Afrotheria,Afrosoricida,Afrosoricida,Chrysochloridae,Amblysomus,terrestrial,62.6,12.275,4.956,2.946,11.635,2.151,8.67,2.08,1.477,2.767,0.825,2.828,3.042,2.027,1.524,1.146,NA,NA,NA,NA,NA,9.826,others
Rhyncholestes_raphanurus,Rhyncholestes_raphanurus,Marsupialia,Marsupialia,Paucituberculata,Caenolestidae,Rhyncholestes,terrestrial,21.94,12.815,3.073,1.18,4.353,1.579,15.311,1.475,0.818,1.473,0.855,3.885,0.941,0.64,0.931,0.592,2.328,1.185,0.65,0.749,0.565,5.985,others
Lestoros_inca,Lestoros_inca,Marsupialia,Marsupialia,Paucituberculata,Caenolestidae,Lestoros,terrestrial,23.07,13.81,3.222,1.202,3.963,1.82,15.025,1.426,0.976,1.587,0.937,4.367,0.665,0.494,0.997,0.482,2.79,1.098,0.495,0.708,0.436,6.654,others
Caenolestes_fuliginosus,Caenolestes_fuliginosus,Marsupialia,Marsupialia,Paucituberculata,Caenolestidae,Caenolestes,terrestrial,28.64,12.217,2.749,1.283,4.006,1.496,14.272,1.401,0.757,1.75,0.825,4.442,0.826,0.561,0.964,0.486,2.81,1.246,0.632,0.848,0.385,6.531,others
Glironia_venusta,Glironia_venusta,Marsupialia,Marsupialia,Didelphimorphia,Didelphidae,Glironia,terrestrial,114,16.782,3.055,1.686,4.418,2.132,17.513,1.578,1.054,1.261,1.121,3.733,0.876,0.627,1.055,0.585,2.841,1.115,0.65,0.749,0.562,5.888,others
Monodelphis_domestica,Monodelphis_domestica,Marsupialia,Marsupialia,Didelphimorphia,Didelphidae,Monodelphis,terrestrial,93.45,24.687,4.721,2.284,7.395,4.009,22.507,2.139,1.284,2.491,1.821,5.502,0.996,0.748,1.244,0.849,3.392,1.322,0.79,0.864,0.703,7.726,others
Marmosa_robinsoni,Marmosa_robinsoni,Marsupialia,Marsupialia,Didelphimorphia,Didelphidae,Marmosa,terrestrial,60.57,23.391,4.202,2.143,6.642,3.16,23.561,2.189,1.288,2.011,2.003,4.861,1.215,0.913,1.487,0.93,4.968,1.658,0.993,1.202,0.835,9.499,others
Gracilinanus_agilis,Gracilinanus_agilis,Marsupialia,Marsupialia,Didelphimorphia,Didelphidae,Gracilinanus,terrestrial,22.03,14.665,2.947,1.487,4.6,2.302,17.035,1.319,0.943,1.519,1.142,3.405,0.777,0.461,0.793,0.49,3.074,0.867,0.519,0.604,0.472,6.181,others
Thylamys_venustus,Thylamys_venustus,Marsupialia,Marsupialia,Didelphimorphia,Didelphidae,Thylamys,terrestrial,17.8,16.634,3.243,1.683,4.647,2.288,17.606,1.496,0.983,1.491,1.097,3.714,0.725,0.461,0.964,0.575,2.826,1.073,0.524,0.645,0.521,5.926,others
Marmosops_incanus,Marmosops_incanus,Marsupialia,Marsupialia,Didelphimorphia,Didelphidae,Marmosops,terrestrial,59.88,18.714,3.607,1.773,5.337,2.146,22.488,1.517,0.953,1.818,1.271,4.51,0.783,0.468,1.111,0.609,3.689,1.155,0.595,0.749,0.554,7.203,others
Metachirus_nudicaudatus,Metachirus_nudicaudatus,Marsupialia,Marsupialia,Didelphimorphia,Didelphidae,Metachirus,terrestrial,363.77,41.218,7.921,3.937,9.751,6.224,40.28,3.444,2.897,3.648,2.684,10.495,1.614,1.5,2.484,1.368,5.54,2.407,1.376,1.626,1.109,11.301,others
Lutreolina_crassicaudata,Lutreolina_crassicaudata,Marsupialia,Marsupialia,Didelphimorphia,Didelphidae,Lutreolina,semi-aquatic,554.77,35.487,6.4,2.755,9.339,4.24,32.919,3.307,2.087,3.775,2.921,9.748,1.847,1.2,2.305,1.47,5.876,2.678,1.411,1.578,1.109,12.556,others
Philander_opossum,Philander_opossum,Marsupialia,Marsupialia,Didelphimorphia,Didelphidae,Philander,terrestrial,425.81,47.192,8.619,3.813,12.27,5.624,47.005,4.234,2.628,4.133,3.239,11.542,2.42,1.566,2.727,1.544,7.643,2.755,1.503,1.748,1.209,15.034,others
Didelphis_sp,Didelphis_sp,Marsupialia,Marsupialia,Didelphimorphia,Didelphidae,Didelphis,terrestrial,1428.3,42.092,8.016,4.5,12.125,5.295,43.381,4.416,2.529,4.535,3.129,10.351,1.865,1.55,2.803,1.4,7.404,2.838,1.451,1.874,1.209,14.94,others
Chironectes_minimus,Chironectes_minimus,Marsupialia,Marsupialia,Didelphimorphia,Didelphidae,Chironectes,semi-aquatic,974.33,50.228,9.124,3.747,12.783,5.096,54.404,4.285,2.59,5.231,2.907,15.598,2.169,2.004,3.235,1.916,11.313,3.223,1.774,2.465,1.676,23.045,others
Caluromysiops_irrupta,Caluromysiops_irrupta,Marsupialia,Marsupialia,Didelphimorphia,Didelphidae,Caluromysiops,terrestrial,257.48,46.885,10.544,4.894,14.863,7.936,51.511,4.989,5.502,5.731,3.903,9.887,2.395,1.671,3.017,1.741,9.946,3.785,2.286,1.994,1.546,20.247,others
Caluromys_sp,Caluromys_sp,Marsupialia,Marsupialia,Didelphimorphia,Didelphidae,Caluromys,terrestrial,307.84,37.428,7.101,3.58,11.232,3.497,40.489,3.287,3.263,3.597,1.95,8.43,2.192,1.505,2.572,1.435,7.676,2.437,1.636,1.954,1.082,14.633,others
Caluromys_derbianus,Caluromys_derbianus,Marsupialia,Marsupialia,Didelphimorphia,Didelphidae,Caluromys,terrestrial,326.72,41.219,6.536,3.448,11.099,4.087,42.689,3.774,2.429,3.912,3.813,8.697,2.042,1.427,2.059,1.146,8.479,2.658,1.3,1.755,1.12,17.462,others
Dromiciops_gliroides,Dromiciops_gliroides,Marsupialia,Marsupialia,Microbiotheria,Microbiotheriidae,Dromiciops,terrestrial,25,14.394,2.892,1.328,4.244,1.661,16.965,1.347,0.916,1.51,0.879,3.792,0.764,0.547,0.939,0.532,3.456,1.126,0.493,0.697,0.471,6.85,others
Notoryctes_typhlops,Notoryctes_typhlops,Marsupialia,Marsupialia,Notoryctemorphia,Notoryctidae,Notoryctes,terrestrial,55,12.952,4.374,2.571,8.21,3.263,7.876,2.566,1.518,3.035,1.359,5.405,2.63,1.152,2.191,1.765,11.815,NA,NA,NA,NA,11.815,others
Macrotis_lagotis,Macrotis_lagotis,Marsupialia,Marsupialia,Peramelemorphia,Thylacomyidae,Macrotis,terrestrial,1229.58,41.003,9.83,3.448,11.533,7.068,46.585,4.773,3.863,6.55,2.435,15.295,3.763,2.81,3.925,2.303,5.41,3.615,2.958,2.7,3.498,19.845,others
Isoodon_obesulus,Isoodon_obesulus,Marsupialia,Marsupialia,Peramelemorphia,Peramelidae,Isoodon,terrestrial,824.76,40.348,8.655,3.44,11.157,5.58,32.538,4.143,4.557,5.054,2.698,11.584,3.783,2.534,3.345,1.907,4.482,3.338,2.264,2.402,2.128,17.238,others
Perameles_nasuta,Perameles_nasuta,Marsupialia,Marsupialia,Peramelemorphia,Peramelidae,Perameles,terrestrial,720.26,39.01,7.33,2.76,10.105,5.405,35.575,5.05,3.905,4.9,2.295,13.47,3.495,2.56,3.495,1.55,5.705,3.7,2.31,2.605,1.915,19.45,others
Echymipera_kalubu,Echymipera_kalubu,Marsupialia,Marsupialia,Peramelemorphia,Peramelidae,Echymipera,terrestrial,825.16,34.535,7.383,2.965,9.573,4.358,26.181,3.359,3.509,4.697,2.303,10.268,3.801,2.805,3.282,1.752,4.664,3.314,2.406,2.332,1.827,13.989,others
Peroryctes_raffrayana,Peroryctes_raffrayana,Marsupialia,Marsupialia,Peramelemorphia,Peramelidae,Peroryctes,terrestrial,905.63,43.41,9.615,2.81,11.24,5.71,45.15,4.15,4.41,5.92,1.94,16.455,3.67,2.11,4.285,1.695,7.895,4.165,2.13,2.655,1.47,22.65,others
Thylacinus_cynocephalus,Thylacinus_cynocephalus,Marsupialia,Marsupialia,Dasyuromorpha,Thylacidae,Thylacinus,terrestrial,29999.99,150.665,31.206,13.204,28.417,15.58,148.775,13.176,10.335,17.3,5.844,38.441,6.625,5.263,8.64,6.288,16.543,9.034,6.172,7.175,4.868,39.705,others
Myrmecobius_fasciatus,Myrmecobius_fasciatus,Marsupialia,Marsupialia,Dasyuromorpha,Myrmecobiidae,Myrmecobius,terrestrial,511.44,30.649,7.19,2.886,10.529,5.617,31.525,3.54,2.326,4.62,2.661,11.16,1.852,1.6,2.477,1.575,3.045,2.477,1.99,1.98,1.149,14.361,others
Sminthopsis_crassicaudata,Sminthopsis_crassicaudata,Marsupialia,Marsupialia,Dasyuromorpha,Dasyuridae,Sminthopsis,terrestrial,15.98,11.772,2.09,0.773,2.638,1.124,14.691,1.084,0.599,1.119,0.737,2.651,0.435,0.292,0.549,0.395,1.314,0.62,0.323,0.411,0.335,3.257,others
Antechinomys_laniger,Antechinomys_laniger,Marsupialia,Marsupialia,Dasyuromorpha,Dasyuridae,Antechinomys,terrestrial,25.57,14.092,2.07,0.963,2.262,1.142,19.994,1.019,0.758,1.13,0.76,2.97,0.488,0.377,0.622,0.372,1.41,0.68,0.367,0.465,0.359,4.095,others
Chaeropus_ecaudatus,Chaeropus_ecaudatus,Marsupialia,Marsupialia,Peramelemorphia,Chaeropodidae,Chaeropus,terrestrial,219.51,28.888,5.752,2.089,5.108,2.813,35.182,2.531,1.948,3.524,1.968,13.934,2.622,1.55,2.213,1.153,5.353,2.227,1.25,1.623,1.165,10.94,others
Sarcophilus_harrisii,Sarcophilus_harrisii,Marsupialia,Marsupialia,Dasyuromorpha,Dasyuridae,Sarcophilus,terrestrial,8202.25,111.905,24.25,9.255,28.745,15.36,110.2,11.715,7.18,14.135,5.87,30.185,4.445,3.675,7.77,3.615,12.1,6.365,4.005,5.21,2.565,NA,others
Dasyurus_maculatus,Dasyurus_maculatus,Marsupialia,Marsupialia,Dasyuromorpha,Dasyuridae,Dasyurus,terrestrial,3284.15,72.856,15.142,5.524,19.117,10.009,64.252,5.578,4.155,8.147,3.663,15.312,2.983,2.433,3.799,2.333,9.524,4.43,2.828,3.274,2.085,24.083,others
Dasyuroides_byrnei,Dasyuroides_byrnei,Marsupialia,Marsupialia,Dasyuromorpha,Dasyuridae,Dasyuroides,terrestrial,109.47,26.319,4.658,1.828,5.173,2.021,32.359,2.085,1.359,2.652,1.337,7.245,0.849,0.761,1.276,0.704,3.199,1.53,0.779,1.005,0.656,9.015,others
Dasycercus_cristicauda,Dasycercus_cristicauda,Marsupialia,Marsupialia,Dasyuromorpha,Dasyuridae,Dasycercus,terrestrial,99.54,19.766,3.63,1.553,5.307,1.874,20.858,1.751,0.96,2.278,1.173,5.088,0.752,0.636,1.04,0.644,2.466,1.267,0.683,0.825,0.621,7.338,others
Phascogale_pirata,Phascogale_pirata,Marsupialia,Marsupialia,Dasyuromorpha,Dasyuridae,Phascogale,terrestrial,179.88,35.16,6.14,2.66,5.445,3.22,38.275,2.63,1.985,2.785,1.37,8.55,0.825,0.845,1.765,1.095,5.675,1.695,1.035,1.51,1.07,13.55,others
Antechinus_stuartii,Antechinus_stuartii,Marsupialia,Marsupialia,Dasyuromorpha,Dasyuridae,Antechinus,terrestrial,29.01,15.111,2.812,1.289,3.594,1.721,18.363,1.268,0.952,1.62,0.881,3.479,0.598,0.487,0.821,0.444,1.923,0.813,0.546,0.698,0.447,5.462,others
Phascolarctos_cinereus,Phascolarctos_cinereus,Marsupialia,Marsupialia,Diprotodontia,Phascolarctidae,Phascolarctos,terrestrial,6528.74,112.1,29.875,12.63,39.04,16.71,127.775,12.335,9.355,16.005,6.41,30.705,8.7,6.54,9.575,4.99,19.86,10.005,6.42,6.375,5.38,53.965,others
Vombatus_ursinus,Vombatus_ursinus,Marsupialia,Marsupialia,Diprotodontia,Vombatidae,Vombatus,terrestrial,26000,116.692,37.342,11.224,45.534,21.57,106.82,12.025,10.669,22.47,6.95,23.73,9.732,4.86,9.281,5.328,8.719,10.027,6.923,6.405,4.444,34.821,others
Lasiorhinus_latifrons,Lasiorhinus_latifrons,Marsupialia,Marsupialia,Diprotodontia,Vombatidae,Lasiorhinus,terrestrial,26163.8,114.92,40.935,13.31,50.47,24.28,101.54,13.69,11.085,21.645,7.985,22.125,10.435,6.615,10.775,4.87,8.725,10.24,8.155,7.88,5.315,35.27,others
Cercartetus_concinnus,Cercartetus_concinnus,Marsupialia,Marsupialia,Diprotodontia,Burramyidae,Cercartetus,terrestrial,15.96,10.743,2.231,1.084,3.256,1.199,13.413,0.986,0.571,1.202,0.794,2.295,0.532,0.375,0.669,0.381,2.16,0.777,0.369,0.462,0.328,4.185,others
Trichosurus_vulpecula,Trichosurus_vulpecula,Marsupialia,Marsupialia,Diprotodontia,Phalangeridae,Trichosurus,terrestrial,2685.39,47.001,8.625,4.745,13.086,5.162,47.608,4.62,2.375,5.285,3.749,8.904,2.699,1.866,2.766,1.6,8.607,3.28,2.1,2.537,1.414,17.644,others
Spilocuscus_maculatus,Spilocuscus_maculatus,Marsupialia,Marsupialia,Diprotodontia,Phalangeridae,Spilocuscus,terrestrial,4060.46,77.872,15.616,6.195,21.816,7.214,79.86,6.561,4.464,8.561,4.049,14.731,4.177,2.653,4.093,2.693,13.136,5.074,2.967,3.03,2.316,NA,others
Strigocuscus_pelengensis,Strigocuscus_pelengensis,Marsupialia,Marsupialia,Diprotodontia,Phalangeridae,Strigocuscus ,terrestrial,1000,48.505,10.505,5.02,15.77,7.75,45.445,4.755,4.855,5.435,4.085,9.935,2.655,1.765,2.925,1.71,9.09,3.63,2.07,2.81,1.475,NA,others
Phalanger_orientalis,Phalanger_orientalis,Marsupialia,Marsupialia,Diprotodontia,Phalangeridae,Phalanger,terrestrial,2487.5,54.226,11.313,5.109,17.503,6.412,53.031,5.09,4.238,6.923,3.144,11.317,3.378,2.263,3.479,2.087,9.658,3.967,2.674,2.617,2.038,21.759,others
Ailurops_ursinus,Ailurops_ursinus,Marsupialia,Marsupialia,Diprotodontia,Phalangeridae,Ailurops,terrestrial,10000,102.095,20.055,9.58,32.75,9.73,102.14,9.52,6.825,14.035,5.115,20.39,5.675,4.765,8.35,3.765,18.72,8.47,5.32,6.695,4.185,48.53,others
Hypsiprymnodon_moschatus,Hypsiprymnodon_moschatus,Marsupialia,Marsupialia,Diprotodontia,Hypsiprymnodontidae,Hypsiprymnodon,terrestrial,534.25,38.836,7.797,3.491,10.884,5.459,44.08,3.519,2.993,4.126,2.111,12.001,2.136,1.517,2.597,1.279,6.434,2.885,1.663,2.023,1.019,13.516,others
Onychogalea_fraenata,Onychogalea_fraenata,Marsupialia,Marsupialia,Diprotodontia,Macropodidae,Onychogalea,terrestrial,4952.05,59.543,14.298,5.198,20.036,8.324,66.4,6.228,3.998,8.079,3.252,9.847,4.392,2.748,4.03,2.606,6.793,4.517,3.363,3.549,2.507,21.297,others
Dorcopsis_muelleri,Dorcopsis_muelleri,Marsupialia,Marsupialia,Diprotodontia,Macropodidae,Dorcopsis,terrestrial,5370.79,81.88,13.785,5.465,19.275,10.415,99.24,6.685,4.825,9.055,3.47,12.82,5.855,2.995,5.52,2.42,7.55,5.73,4.07,5.535,2.245,NA,others
